test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-5-digital,Reading and Writing,1,14,Multiple Choice,B,"Partial List of Candidate Species for De-extinction Common name Scientific name Became extinct Heteralocha Huia acutirostris 1907 Caribbean Monachus monk seal tropicalis 1952 Passenger Ectopistes pigeon migratorius 1914 Saber-toothed 11,000 years cat Smilodon before present Woolly Mammuthus 6,400 years mammoth primigenius before present The passage of time is among the many obstacles faced by scientists who are pursuing de-extinction efforts—that is, efforts to use breeding or a mixture of cloning and genetic engineering to bring back extinct species. Specifically, researchers are concerned that the longer a species has been extinct, the less likely it is that a suitable habitat still exists for that species. Among candidate species for de-extinction, this problem would be especially concerning for the _______",Which choice most effectively uses data from the table to complete the statement?,"passenger pigeon (Ectopistes migratorius), which became extinct only a few years after the huia (Heteralocha acutirostris).","saber-toothed cat (Smilodon), which became extinct 11,000 years ago.","woolly mammoth (Mammuthus primigenius), which became extinct several thousand years before the saber-toothed cat (Smilodon).","Caribbean monk seal (Monachus tropicalis), which became extinct in 1952. odule"
sat-practice-test-5-digital,Reading and Writing,1,17,Multiple Choice,A,"The Younger Dryas was a period of extreme cooling from 11,700 to 12,900 years ago in the Northern Hemisphere. Some scientists argue that a comet fragment hitting Earth brought about the cooling. Others disagree, partly because there is no known crater from such an impact that dates to the beginning of the period. In 2015, a team led by Kurt Kjær detected a 19-mile-wide crater beneath a glacier in Greenland. The scientists who believe an impact caused the Younger Dryas claim that this discovery supports their view. However, Kjær’s team hasn’t yet been able to determine the age of the crater. Therefore, the team suggests that _______",Which choice most logically completes the text?,it can’t be concluded that the impact that made the crater was connected to the beginning of the Younger Dryas.,it can’t be determined whether a comet fragment could make a crater as large as 19 miles wide.,scientists have ignored the possibility that something other than a comet fragment could have made the crater.,the scientists who believe an impact caused the Younger Dryas have made incorrect assumptions about when the period began. odule
sat-practice-test-5-digital,Reading and Writing,1,20,Multiple Choice,C,"Lê Lươ ng Minh became the thirteenth secretary-general of the Association of Southeast Asian Nations (ASEAN) in January 2013, making _______ the first time the organization would appoint a Vietnamese leader.",Which choice completes the text so that it conforms to the conventions of Standard English?,these,those,this,some
sat-practice-test-5-digital,Reading and Writing,1,21,Multiple Choice,A,"In 1929, Edwin Herbert Land invented a polarizing filter that was featured in a number of products, from sunglasses to 3D movies. A decade later, Land _______ his technology to invent the world’s first instant camera, the Polaroid Land camera.",Which choice completes the text so that it conforms to the conventions of Standard English?,used,to have used,to use,using Mo
sat-practice-test-5-digital,Reading and Writing,1,22,Multiple Choice,D,An online content creator who uses copyrighted songs without permission risks being demonetized (prohibited from including paid advertisements in content). The best way to avoid demonetization is to choose music from the public domain. Using one of these noncopyrighted songs _______ a creator won’t lose advertising revenue.,Which choice completes the text so that it conforms to the conventions of Standard English?,are ensuring,have ensured,ensure,ensures
sat-practice-test-5-digital,Reading and Writing,1,23,Multiple Choice,B,What makes the theremin a unique musical instrument? You play it without touching it. When you place your _______ the pitch will shift as your hands move through the air.,Which choice completes the text with the most logical transition?,"hand’s between the two antenna’s,","hands between the two antennas,","hands’ between the two antennas’,","hands’ between the two antennas, odule"
sat-practice-test-5-digital,Reading and Writing,1,25,Multiple Choice,B,"Long attributed to Jacques-Louis David, the preeminent Neoclassical painter of his day, the 1801 painting Marie Joséphine Charlotte du Val d’Ognes gained fresh attention in the 1990s when art historians discovered that the painting—which depicts a solitary young woman sketching—was actually the work of little-known French portrait _______ Marie-Denise Villers (1774–1821).",Which choice completes the text so that it conforms to the conventions of Standard English?,artist—,artist,artist:,"artist, 11 CONTINUE"
sat-practice-test-5-digital,Reading and Writing,1,27,Multiple Choice,D,"Celebrated Tewa potter Maria Martinez (1887–1980) made her signature all-black ceramic vessels using a heating technique called reduction firing. This technique involves smothering the flame surrounding the clay vessel. _______ the vessel takes on a shiny, black hue.",Which choice completes the text with the most logical transition?,"On the contrary,","For example,","Previously,","As a result,"
sat-practice-test-5-digital,Reading and Writing,1,28,Multiple Choice,D,"Historians agree that the jazz pianist Jelly Roll Morton was exaggerating when he claimed to have invented jazz music. No one can deny, _______ that Morton’s innovative compositions and remarkable improvisational skills helped shape jazz as a genre during its early years.",Which choice completes the text with the most logical transition?,"therefore,","in the second place,","in other words,","though,"
sat-practice-test-5-digital,Reading and Writing,1,29,Multiple Choice,B,"According to Duverger’s law, countries with single-ballot majoritarian elections for single-member districts tend to polarize into two-party systems, wherein dueling political parties consistently dominate the political system. _______ countries with proportional-representation electoral systems tend to support multi-partyism, under which power gets distributed among many political parties.",Which choice completes the text with the most logical transition?,"Subsequently,","Conversely,","For instance,","In other words, Mo"
sat-practice-test-5-digital,Reading and Writing,1,30,Multiple Choice,D,"A turtle shell appears external to the animal, protecting its body like armor. _______ the shell is often incorrectly assumed to be an exoskeleton, a rigid outer casing like that of a crustacean or an insect, when in fact it is an endoskeleton, a part of the turtle’s internal bone structure, more akin to a spine or a pair of ribs.",Which choice completes the text with the most logical transition?,"That being said,","However,","For instance,","Hence, odule"
sat-practice-test-5-digital,Reading and Writing,1,33,Multiple Choice,D,"While researching a topic, a student has taken the following notes: • The US Fish and Wildlife Service (FWS) keeps a list of all at-risk species. • Species on the list are classified as either endangered or threatened. • A species that is in danger of extinction throughout most or all of its range is classified as endangered. • A species that is likely to soon become endangered is classified as threatened. • The California red-legged frog (Rana draytonii) is likely to soon become endangered, according to the FWS.",The student wants to indicate the California red-legged frog’s FWS classification category. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Species on the FWS list, which includes the California red-legged frog (Rana draytonii), are classified as either endangered or threatened.",The California red-legged frog (Rana draytonii) appears on the FWS list of at-risk species.,"According to the FWS, the California red-legged frog is in the endangered category, in danger of extinction throughout most or all of its range.","Likely to soon become endangered, the California red-legged frog is classified as threatened by the FWS. r module in the test."
sat-practice-test-5-digital,Reading and Writing,2,1,Multiple Choice,C,"The following text is adapted from Elizabeth von Arnim’s 1922 novel The Enchanted April. Mrs. Wilkins and her friend Rose are traveling in Italy. “I’m going to have one of these gorgeous oranges,” said Mrs. Wilkins, staying where she was and reaching across to a black bowl piled with them. “Rose, how can you resist them. Look—have this one. Do have this beauty—” And she held out a big one.","As used in the text, what does the phrase “reaching across to” most nearly mean?",Joining with,Gaining on,Stretching toward,Arriving at - - - - - - - - ~
sat-practice-test-5-digital,Reading and Writing,2,2,Multiple Choice,B,"Simulated Change in Annual Aquifer Input and Irrigation Precipitation Concentration Increases as Climate Mode % change in surfa Baseline concentration of % change in water water used for annual precipitation entering aquifers irrigation Precipitation is currently somewhat concentrated 4.9 0.4 Precipitation is currently evenly distributed 11.0 9.0 Some climate models for the western United States predict th total annual precipitation may remain unchanged from the p level, precipitation will become concentrated into fewer but m intense rain and snow events. University of Texas climate sci Geeta Persad and her colleagues simulated how the amount o entering aquifers and the amount being used for irrigation pu would change if this were to occur. Persad and her colleagues concluded that concentration of precipitation into fewer even result in a higher number of dry days, triggering more irrigat that this change in irrigation output is highly sensitive to the concentration of precipitation that currently exists in an area",Which choice best describes data from the table that support and her colleagues’ conclusion?,"If baseline precipitation is somewhat concentrated, the a water being used for irrigation will increase 0.4% for sur and 0.9% for groundwater, whereas the amount of water aquifers will increase 11.0% if baseline precipitation is ev distributed.","If baseline precipitation is somewhat concentrated, wate irrigation will increase only slightly, whereas it will incre for surface water and 7.9% for groundwater if baseline precipitation is evenly distributed.","If baseline precipitation is somewhat concentrated, the a water entering aquifers will increase 4.9%, while the amo used for irrigation will increase 0.4% for surface water an groundwater.","If baseline precipitation is somewhat concentrated, wate irrigation will decline by a small amount, whereas it will 11.0% for surface water and 9.0% for groundwater if bas precipitation is evenly distributed."
sat-practice-test-5-digital,Reading and Writing,2,3,Multiple Choice,),"According to a team of neuroeconomists from the University of Zurich, ease of decision making may be linked to communication between two brain regions, the prefrontal cortex and the parietal cortex. Individuals tend to be more decisive if the information flow between the regions is intensified, whereas they make choices more slowly when information flow is _______.",Which choice completes the text with the most logical and precise word or phrase?,reduced,evaluated,determined,acquired
sat-practice-test-5-digital,Reading and Writing,2,4,Multiple Choice,B,"The War of 1812 has _______ place in historical memory in Britain, partly because it is overshadowed by the much larger concurrent conflict against Napoleonic France and partly because it essentially maintained the geopolitical status quo for Britain: the country neither gained nor lost significant territory or position as a result of its participation in the war.",Which choice completes the text with the most logical and precise word or phrase?,a tenuous,an enduring,a contentious,a conspicuous odule
sat-practice-test-5-digital,Reading and Writing,2,7,Multiple Choice,),"Several studies have found negligible electoral consequences for governments that impose fiscal austerity measures, yet some European governments recently suffered electorally due to their austerity programs. Evelyne Huebscher and colleagues attribute this incongruity to governments’ tendency—not followed in the recent European cases—to implement austerity programs strategically to avoid electoral costs (e.g., setting spending cuts to take effect only after the next election), which has obscured the inherent political risks of austerity measures in the election data scholars have examined.",Which choice best describes the function of the underlined sentence in the text as a whole?,It explains a discrepancy between what has been observed in study settings and what has been observed in real-world settings that the text goes on to assert is attributable to the studies not using real-world data.,It identifies a conflict between research findings and recent events that the text goes on to suggest is a consequence of a complicating factor in the data used to generate those findings.,It presents a long-standing divergence in research findings that the text goes on to say is due to different groups of researchers using data that derive from different electoral circumstances.,It describes a recent exception to a general pattern in research findings that the text goes on to explain is a result of researchers underestimating the significance of inconsistencies in the data they’ve analyzed. Mo
sat-practice-test-5-digital,Reading and Writing,2,8,Multiple Choice,C,"Text 1 Graphic novels are increasingly popular in bookstores and libraries, but they shouldn’t be classified as literature. By definition, literature tells a story or conveys meaning through language only; graphic novels tell stories through illustrations and use language only sparingly, in captions and dialogue. Graphic novels are experienced as series of images and not as language, making them more similar to film than to literature. Text 2 Graphic novels present their stories through both language and images. Without captions and dialogue, readers would be unable to understand what is depicted in the illustrations: the story results from the interaction of text and image. Moreover, Alison Bechdel’s Fun Home and many other graphic novels feature text that is as beautifully written as the prose found in many standard novels. Therefore, graphic novels qualify as literary texts.","Based on the texts, how would the author of Text 2 most likely respond to the overall argument presented in Text 1?",By asserting that language plays a more important role in graphic novels than the author of Text 1 recognizes,By acknowledging that the author of Text 1 has identified a flaw that is common to all graphic novels,By suggesting that the story lines of certain graphic novels are more difficult to understand than the author of Text 1 claims,By agreeing with the author of Text 1 that most graphic novels aren’t as well crafted as most literary works are odule
sat-practice-test-5-digital,Reading and Writing,2,11,Multiple Choice,,"Many literary theorists distinguish between fabula, a narrative’s content, and syuzhet, a narrative’s arrangement and presentation of events. In the film The Godfather Part II, the fabula is the story of the Corleone family, and the syuzhet is the presentation of the story as it alternates between two timelines in 1901 and 1958. But literary theorist Mikhail Bakhtin maintained that fabula and syuzhet are insufficient to completely describe a narrative—he held that systematic categorizations of artistic phenomena discount the subtle way in which meaning is created by interactions between the artist, the work, and the audience.",Which choice best states the main idea of the text?,Literary theorist Mikhail Bakhtin argued that there are important characteristics of narratives that are not fully encompassed by two concepts that other theorists have used to analyze narratives.,Literary theorist Mikhail Bakhtin claimed that meaning is not inherent in a narrative but is created when an audience encounters a narrative so that narratives are interpreted differently by different people.,"The storytelling methods used in The Godfather Part II may seem unusually complicated, but they can be easily understood when two concepts from literary theory are utilized.",Narratives that are told out of chronological order are more difficult for audiences to understand than are narratives presented chronologically. Mo
sat-practice-test-5-digital,Reading and Writing,2,12,Multiple Choice,D,"Total Science Research Submissions by Topic, 2016-2019 ""s::' .9 300 ... n ·s"" "" ' ' 250 / ., .. >······· I V-:••••( ..0 200 ;:I ..""...' t-.. ---, ..s Q 0 ) 100 .... J""---, .,.~ ~ z;:I 50 2016 2017 2018 2019 Year ---+- cellular and molecular biology - -0 - physics and space science ···O·· medicine and health animal science A student is researching the trends in the topics submitted to a national science fair for high school students. The graph shows the number of submissions by topic that were made each year. Based on the data in the graph, the student claims that there were more medicine and health research topics submitted in 2019 than in any other year.",Which choice most effectively uses data from the graph to support the underlined claim?,"In 2016, the number of cellular and molecular biology topic submissions was the same as the number of animal science topic submissions.","In 2019, there were more physics and space science topic submissions than there were medicine and health topic submissions.",The lowest number of animal science topic submissions in a year was approximately 95 in 2016.,The highest number of medicine and health topic submissions during the period shown is approximately 285 in 2019. odule
sat-practice-test-5-digital,Reading and Writing,2,15,Multiple Choice,C,,"“Poetry” is a 1919 poem by Marianne Moore. The poem highlights an ambivalence toward poetry as the speaker acknowledges its merits while also expressing a sense of displeasure, writing _______ Which quotation from “Poetry” most effectively illustrates the claim?",“nor is it valid / to discriminate against ‘business documents and / school-books’; all these phenomena are important.”,"“One must make a distinction / however: when dragged into prominence by half poets, the result is not / poetry”","“when [poems] become so derivative as to become unintelligible, the / same thing may be said for all of us—that we / do not admire what / we cannot understand.”","“Reading [poetry], however, with a perfect contempt for it, one discovers that there is in / it after all, a place for the genuine.” odule"
sat-practice-test-5-digital,Reading and Writing,2,16,Free Response,D,ting ber of important reading and writing skills. Each ich may include a table or graph. Read each passage,best answer to the question based on the passage(s). oice with four answer choices. Each question has a,,,,
sat-practice-test-5-digital,Reading and Writing,2,17,Multiple Choice,B,"In dialects of English spoken in Scotland, the “r” sound is strongly emphasized when it appears at the end of syllables (as in “car”) or before other consonant sounds (as in “bird”). English dialects of the Upland South, a region stretching from Oklahoma to western Virginia, place similar emphasis on “r” at the ends of syllables and before other consonant sounds. Historical records show that the Upland South was colonized largely by people whose ancestors came from Scotland. Thus, linguists have concluded that _______",Which choice most logically completes the text?,the English dialects spoken in the Upland South acquired their emphasis on the “r” sound from dialects spoken in Scotland.,emphasis on the “r” sound will eventually spread from English dialects spoken in the Upland South to dialects spoken elsewhere.,the English dialects spoken in Scotland were influenced by dialects spoken in the Upland South.,people from Scotland abandoned their emphasis on the “r” sound after relocating to the Upland South.
sat-practice-test-5-digital,Reading and Writing,2,18,Multiple Choice,D,"- ~ - - - - - - How did whales, once no bigger than seals, evolve to become the largest animals on Earth? Brazilian biologist Mariana Nery believes the answer might be found in whales’ DNA. In January 2023, Nery and her colleagues _______ a study showing changes over time in four whale genes associated with body size.",Which choice completes the text so that it conforms to the conventions of Standard English?,published,publishing,having published,to publish odule
sat-practice-test-5-digital,Reading and Writing,2,20,Multiple Choice,,"When they were first introduced to western Europe from Byzantium in the eleventh century, table forks were met with much resistance. The Bishop of Ostia, St. Peter Damian, condemned the eating utensils because he considered _______ dangerous and unnecessary luxury items.",Which choice completes the text so that it conforms to the conventions of Standard English?,them,this,that,it
sat-practice-test-5-digital,Reading and Writing,2,21,Multiple Choice,336,"Julia Alvarez’s 1994 novel In the Time of the Butterflies, a fictionalized account of the lives of the Mirabal _______ can serve as a starting point for those wanting to explore how the rule of dictator Rafael Trujillo has been represented in Dominican American literature.",Which choice completes the text so that it conforms to the conventions of Standard English?,"sisters, and",sisters and,"sisters,",sisters 25 CONTINUE
sat-practice-test-5-digital,Reading and Writing,2,22,Multiple Choice,B,,Which choice best describes data from the graph that support Ibáñez and colleagues’ conclusion?,"Growth with nitrogen under the current climate exceeded growth with nitrogen under moderate change, but the latter exceeded growth without nitrogen under extreme change.","Growth without nitrogen under the current climate exceeded growth without nitrogen under moderate change, but the latter exceeded growth with nitrogen under extreme change.","Growth with nitrogen under moderate change exceeded growth without nitrogen under moderate change, but the latter exceeded growth without nitrogen under extreme change.","Growth with nitrogen under moderate change exceeded growth without nitrogen under the current climate, but the latter exceeded growth with nitrogen under extreme change. Mo"
sat-practice-test-5-digital,Reading and Writing,2,23,Multiple Choice,D,"Fans of the film Moana (2016) may not know that the deep and humorous voice behind the _______ belongs to comedian, actor, and musician Jemaine Clement. The versatile performer has appeared in everything from television commercials to action movies, but voice acting, specifically, has become a notable part of his career.",Which choice completes the text so that it conforms to the conventions of Standard English?,character Tamatoa the crab,"character Tamatoa the crab,","character: Tamatoa the crab,","character, Tamatoa the crab"
sat-practice-test-5-digital,Reading and Writing,2,24,Multiple Choice,D,"In her 1983 book The Managed Heart: Commercialization of Human Feeling, sociologist Arlie Russell Hochschild first explored at length her conception of a “sociology of emotions”—the idea that the various cultural and ideological frameworks a person has internalized (class, gender, political affiliation, etc.) _______ each emotional reaction that person has within a situation.",Which choice completes the text so that it conforms to the conventions of Standard English?,underlies,is underlying,underlie,has been underlying
sat-practice-test-5-digital,Reading and Writing,2,25,Multiple Choice,A,"American abstract artist Richard _______ his installations to make passersby keenly aware of how one’s movements are affected by the physical features of one’s environment, assembles large-scale steel plates into sculptures that dominate the outdoor spaces they occupy.",Which choice completes the text so that it conforms to the conventions of Standard English?,Serra is intending,"Serra, intends","Serra, intending",Serra intends Mo
sat-practice-test-5-digital,Reading and Writing,2,26,Multiple Choice,A,"In 1949, Frank Zamboni developed an ice rink resurfacing machine. As Zamboni’s machine moved along the rink’s surface, it first scraped off the top layer of ice. _______ it sprayed water into the deep grooves left behind by customers’ skates. Lastly, it smoothed over the newly formed ice.",Which choice completes the text with the most logical transition?,"For example,","Next,","Similarly,","In contrast,"
sat-practice-test-5-digital,Reading and Writing,2,27,Multiple Choice,25,"In 2014, Nestor Gomez won his first-ever storytelling competition, relating a tale about his life as a Guatemalan immigrant living in Chicago. _______ in 2017, Gomez created the show 80 Minutes Around the World as a platform for others to share stories about their immigration experiences.",Which choice completes the text with the most logical transition?,"Instead,","For example,","Later,","In other words, odule"
sat-practice-test-5-digital,Reading and Writing,2,28,Free Response,,,,,,,
sat-practice-test-5-digital,Reading and Writing,2,29,Multiple Choice,,"In retrospect, one of the lessons of the 2003 Human Genome Project is that a gene is affected by many factors, not the least of which is its interactions with the protein products of other genes. _______ rather than just focusing on the human genome, efforts to better understand gene mutations related to disease have begun to consider the human proteome, the complete set of proteins expressed by human genes.",Which choice completes the text with the most logical transition?,"In other words,","That said,","For example,","Accordingly, 27 CONTINUE"
sat-practice-test-5-digital,Reading and Writing,2,31,Multiple Choice,,"While researching a topic, a student has taken the following notes: • In astronomy, the mass of stars can be described in units called solar masses. • One solar mass is roughly equal to the mass of the Sun. • The mass of the star Proxima Centauri is 0.122 solar masses. • The mass of the star Sirius A is 2.063 solar masses. The student wants to emphasize the mass of Sirius A.",Which choice most effectively uses relevant information from the notes to accomplish this goal?,"The mass of stars, like Proxima Centauri, can be described in units called solar masses.","In astronomy, the mass of stars can be described in units called solar masses, and one solar mass is roughly equal to the mass of the Sun.","The Sun is more massive than Proxima Centauri, which has a mass of 0.122 solar masses.","With a mass of 2.063 solar masses, Sirius A is more massive than the Sun. Mo"
sat-practice-test-5-digital,Reading and Writing,2,32,Multiple Choice,,"While researching a topic, a student has taken the following notes: • A lever is a simple machine consisting of a rigid beam and a fulcrum. • The fulcrum is the point about which the beam pivots. • The input force (effort) is the force applied to the lever. • The output force (load) is the force that the lever exerts on another object. • In first-class levers, the fulcrum is located between the effort and the load. • In second-class levers, the load is located between the effort and the fulcrum. The student wants to contrast first-class levers and",second-class levers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"In levers, the effort is the force applied to the lever; the load, in contrast, is the force that the lever exerts on another object.","In first-class and second-class levers, the fulcrum and the load are in different locations.","First-class levers are simple machines consisting of a rigid beam and a fulcrum, but then again, the same is true of second-class levers.","In first-class levers, the fulcrum is located between the effort and the load, but in second-class levers, the load is located between the effort and the fulcrum. ST If you finish before time is called, you m Do not turn to any ot odule"
sat-practice-test-5-digital,Math,1,1,Free Response,,"- - - - - - ~ - - - - - - ~ ............................................................................................................................................................................................................................................................................................................... 14 A store sells two different-sized containers of blueberries. The store’s sales of these blueberries totaled 896.86 dollars last month. The equation 4.51x+6.07y = 896.86 represents this situation, where x is the number of smaller containers sold and y is the number of larger containers sold.","According to the equation, what is the price, in dollars, of each smaller container?",,,,
sat-practice-test-5-digital,Math,1,3,Free Response,),"y ... "" --8 I \ --7 I --6 \ I ' --5 I \ --4 I --3 \ I ' --2 \ I --1 I \ 2 1u 1 ' 19 lf 11 X +-1 ,. The graph of the linear function f is shown, where",y = f x . What is the y-intercept of the graph of f ?,"(0,0)",,,
sat-practice-test-5-digital,Math,1,4,Multiple Choice,,s+7r = 27 r = 3,"What is the solution (r,s)to the given system of equations?","6,3","3,6","3,27","27,3"
sat-practice-test-5-digital,Math,1,5,Multiple Choice,,The table shows selected values from function f. x f(x) −1 16 0 17 1 18 2 19,Which of the following is the best description of function f ?,Decreasing linear,Increasing linear,Decreasing exponential,Increasing exponential odule
sat-practice-test-5-digital,Math,1,6,Free Response,,,\,,,,
sat-practice-test-5-digital,Math,1,7,Free Response,),"23, 27, 27, 32, 35, 36, 52",What is the range of the 7 scores shown? 33 CONTINUE,,,,
sat-practice-test-5-digital,Math,1,9,Multiple Choice,,"- - - - - - - - - ~ The equation x+y = 1,440 represents the number of minutes of daylight (between sunrise and sunset), x, and the number of minutes of non-daylight, y, on a particular day in Oak Park, Illinois. If this day has","670 minutes of daylight, how many minutes of non-daylight does it have?",670,770,"1,373","1,440"
sat-practice-test-5-digital,Math,1,10,Multiple Choice,,"- - - - - - - - - ~ Scott selected 20 employees at random from all 400 employees at a company. He found that 16 of the employees in this sample are enrolled in exactly three professional development courses this year. Based on Scott’s findings, which of the following is the best estimate of the number of employees at the company who are enrolled in exactly three professional development courses this year?","If 4x−28 = −24, what is the value of x−7 ?",−24,−22,−6,−1 Mo
sat-practice-test-5-digital,Math,1,11,Free Response,,Note: Figure not drawn to scale. ............................................................................................................................................................................................................................................................................................................... 19 92π,What is the value of tan ?,,,,
sat-practice-test-5-digital,Math,1,12,Multiple Choice,,,"- - - - - - ~ For a snowstorm in a certain town, the minimum rate of snowfall recorded was 0.6 inches per hour, and the maximum rate of snowfall recorded was 1.8 inches per hour. Which inequality is true for all values of s, where s represents a rate of snowfall, in inches per hour, recorded for this snowstorm?",s ≥ 2.4,s ≥ 1.8,0 ≤ s ≤ 0.6,0.6 ≤ s ≤ 1.8
sat-practice-test-5-digital,Math,1,13,Free Response,,"- - - - - - ~ y = 4x y = x 2−12 A solution to the given system of equations is (x,y),",where x > 0. What is the value of x ? odule,,,,
sat-practice-test-5-digital,Math,1,15,Multiple Choice,,A right circular cylinder has a base diameter of,"22 centimeters and a height of 6 centimeters. What is the volume, in cubic centimeters, of the cylinder?",132π,264π,726π,"2,904π 35 CONTINUE"
sat-practice-test-5-digital,Math,1,16,Free Response,,,,,"0,−",,
sat-practice-test-5-digital,Math,1,17,Free Response,,"At a particular track meet, the ratio of coaches to athletes is 1 to 26. If there are x coaches at the track","meet, which of the following expressions represents the number of athletes at the track meet? x",,,,
