test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D
sat-practice-test-6-digital,Reading and Writing,1,14,Free Response,C,,,,,,
sat-practice-test-6-digital,Reading and Writing,1,15,Multiple Choice,B,"Number of Lizard Species by Average Percent of Maximal Speed Used When Pursuing Prey or Escaping Predators 9~-------------- ""' -u~ 8+------------~~- Q) ~ 7 6-+-------------i 5-+-------------i 4+-------------i 3 +--------------r----,--i 2 +--------r----,-------r----,--i 1-+-----< 0 ...,____.._ _ __,_ Percent of maximal speed I□ escaping ■ pursuing It may seem that the optimal strategy for an animal pursuing prey or escaping predators is to move at maximal speed, but the energy expense of exploiting full speed capacity can disfavor such a strategy even in escape contexts, as evidenced by the fact that _______",Which choice most effectively uses data from the graph to complete the text?,most lizard species use about the same percentage of their maximal speed when escaping predation as they do when pursuing prey.,multiple lizard species move at an average of less than 90% of their maximal speed while escaping predation.,"more lizard species use, on average, 90%–100% of their maximal speed while escaping predation than use any other percentage of their maximal speed.","at least 4 lizard species use, on average, less than 100% of their maximal speed while pursuing prey. odule"
sat-practice-test-6-digital,Reading and Writing,1,18,Multiple Choice,B,"Consumer psychologists have theorized that the likelihood that people who identify as ethical consumers—meaning that they strive to purchase goods and services with positive or neutral social and ecological effects—will purchase a given product positively correlates with their perception of that product’s effects. In a recent study of the attitudes of self-identified ethical consumers toward purchasing a specific mobile phone coming to market, researchers found that, on average, study participants in their twenties rated the phone’s social and ecological effects much less positively than did participants in other age groups. All other things being equal, if consumer psychologists’ theory is correct, this finding suggests that _______",Which choice most logically completes the text?,the phone is less appealing to ethical consumers in their twenties than other similar phones on the market are.,ethical consumers in their twenties are less likely to purchase the phone than ethical consumers in other age groups are.,there is not a meaningful difference in the likelihood of purchasing the phone among ethical consumers in different age groups.,ethical consumers in their twenties are more likely than ethical consumers in other age groups to consider a phone’s social and ecological effects when deciding whether to purchase that phone. Mo
sat-practice-test-6-digital,Reading and Writing,1,19,Multiple Choice,A,"The Boston Saloon was one of the most popular African American–owned establishments in nineteenth-century Nevada. _______ by businessman William A.G. Brown, the saloon was known to offer elegant accommodations and an inclusive environment.",Which choice completes the text so that it conforms to the conventions of Standard English?,Created,Creates,Creating,Create
sat-practice-test-6-digital,Reading and Writing,1,20,Multiple Choice,C,"Louise Bennett (1919–2006), also known as “Miss Lou,” was an influential Jamaican poet and folklorist. Her innovative poems _______ the use of Jamaican Creole (a spoken language) in literature.",Which choice completes the text so that it conforms to the conventions of Standard English?,popularized;,"popularized,",popularized,popularized: odule
sat-practice-test-6-digital,Reading and Writing,1,22,Multiple Choice,D,"Researchers Amit Kumar and Nicholas Epley investigated how _______ In a series of experiments conducted in 2022, they found that people performing small acts of kindness underestimated the positive effect their actions had on others.",Which choice completes the text so that it conforms to the conventions of Standard English?,do people perceive acts of kindness.,do people perceive acts of kindness?,people perceive acts of kindness?,people perceive acts of kindness. 11 CONTINUE
sat-practice-test-6-digital,Reading and Writing,1,24,Multiple Choice,C,"Jamaican British artist Willard Wigan is known for his remarkable _______ so small that they are best viewed through a microscope, Wigan’s sculptures are made from tiny natural materials, such as spiderweb strands.",Which choice completes the text so that it conforms to the conventions of Standard English?,microsculptures creations,"microsculptures, creations",microsculptures. Creations,microsculptures and creations
sat-practice-test-6-digital,Reading and Writing,1,25,Multiple Choice,B,"Consider the mechanics of the pinhole camera: light passes through a small hole, resulting in a focused projected image. A ray diagram reveals how this _______ the hole’s small size restricts light to a single ray, all light passing through the hole can only arrive at a single destination, eliminating diffraction and ensuring a clear image.",Which choice completes the text so that it conforms to the conventions of Standard English?,works because,works. Because,"works, it’s because",works: it’s because
sat-practice-test-6-digital,Reading and Writing,1,26,Multiple Choice,D,"In the search for extraterrestrial life, astrobiologists Stuart Bartlett and Michael L. Wong propose that scientists avoid using the term “life.” _______ researchers should use another word: “lyfe.” This new term, they argue, could be used to draw distinctions between the known characteristics of life on Earth and the potentially differing characteristics of lyfe on other planets.",Which choice completes the text with the most logical transition?,"Previously,","Regardless,","There,","Instead, Mo"
sat-practice-test-6-digital,Reading and Writing,1,27,Multiple Choice,D,"Before it unveiled a massive new gallery in 2009, the Art Institute of Chicago was only able to display about 5% of its art collection. _______ the museum is able to display close to 30% of its collection.",Which choice completes the text with the most logical transition?,"Additionally,","For example,","Nevertheless,","Today,"
sat-practice-test-6-digital,Reading and Writing,1,28,Multiple Choice,C,"Working together with the Navajo Nation Department of Water Resources, Dr. Lani Tsinnajinnie analyzed data about snowpack levels in the Chuska Mountains. She found that the snowpack (the amount of snow on the ground) was deepest in early March at lower elevations. At higher elevations, _______ the snowpack was deepest in mid-March.",Which choice completes the text with the most logical transition?,"in other words,","for instance,","on the other hand,","in summary, odule"
sat-practice-test-6-digital,Reading and Writing,1,31,Multiple Choice,A,"While researching a topic, a student has taken the following notes: • In the 1930s, the Imperial Sugar Cane Institute in India sought to limit the country’s dependence on imported sugarcane. • The institute enlisted botanist Janaki Ammal to breed a local variety of sugarcane. • She crossbred the imported sugarcane species Saccharum officinarum with grasses native to India. • She succeeded in creating sugarcane hybrids well suited to India’s climate. The student wants to emphasize Janaki Ammal’s",achievement. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"By crossbreeding the imported sugarcane species Saccharum officinarum with grasses native to India, Ammal succeeded in creating sugarcane hybrids well suited to India’s climate.","In the 1930s, the Imperial Sugar Cane Institute, which enlisted Ammal, sought to limit dependence on imported sugarcane.",Ammal was enlisted by the Imperial Sugar Cane Institute at a time when a local variety of sugarcane needed to be produced.,"As part of efforts to breed a local variety of sugarcane, an imported sugarcane species called Saccharum officinarum was crossbred with grasses native to India. Mo"
sat-practice-test-6-digital,Reading and Writing,1,32,Multiple Choice,B,"While researching a topic, a student has taken the following notes: • Elizabeth Catlett’s sculpture Recognition (1970) shows two African American figures with rounded, indistinct features. • The figures reach out to each other in a pose that symbolizes a close, supportive relationship. • Her sculpture Students Aspire (1978) shows two African American figures with sharply defined features. • The figures hold an equal sign above their heads with one hand and embrace each other with the other hand. • This pose symbolizes their support for each other in the pursuit of equality. The student wants to emphasize a similarity between",the two sculptures. Which choice most effectively uses relevant information from the notes to accomplish this goal?,Catlett’s Students Aspire depicts two figures supporting each other in the pursuit of equality.,Recognition and Students Aspire both show African American figures in poses that symbolize supportive relationships.,Catlett completed Recognition in 1970 and Students Aspire in 1978.,"The figures in Recognition have features that are rounded and indistinct, while the figures in Students Aspire have sharply defined features. ST If you finish before time is called, you m Do not turn to any ot odule"
sat-practice-test-6-digital,Reading and Writing,2,1,Multiple Choice,A,"The works of Chicana artist Ester Hernandez are now _______ in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco.",Which choice completes the text with the most logical and precise word or phrase?,invented,adjusted,featured,recommended - - - - - - - - ~
sat-practice-test-6-digital,Reading and Writing,2,2,Multiple Choice,D,"- - - - - - ~ ............................................................................................................................................................................................................................................................................................................... 10 Elizabeth Asiedu has identified a negative correlation between the share of developing countries’ economies derived from natural-resource extraction and those countries’ receipts of foreign investment. This may appear counterintuitive—resource extraction requires initial investments (in extractive technology, for instance) at scales best met by multinational corporations—but Asiedu notes that natural-resource industries’ boom-bust cycle can destabilize local currencies and increase developing countries’ vulnerability to external shocks, creating levels of uncertainty to which foreign investors are typically averse.",Which choice best states the main idea of the text?,"Although it may seem surprising that foreign investment declines in developing countries as natural-resource extraction makes up a larger share of those countries’ economies, that decline happens because resource extraction requires initial investments too large for foreign investors to supply.","Although developing countries tend to become less dependent on foreign investment as natural-resource industries make up a larger share of their economies, this change may not occur if the boom-bust cycle of those industries destabilizes local currencies or increases countries’ vulnerability to external shocks.","Although one might expect that foreign investment would increase as natural-resource extraction makes up a larger share of developing countries’ economies, the opposite happens because heavy reliance on natural resources can lead to unattractive conditions for investors.","Although foreign investors tend to avoid initial investments in natural-resource industries in developing countries, foreign investment may increase significantly as those industries stabilize and the risks associated with them decline. 19 CONTINUE"
sat-practice-test-6-digital,Reading and Writing,2,3,Multiple Choice,),"Animal researcher Amalia P.M. Bastos led a 2021 study about a wild kea parrot that used small stones as tools to preen its feathers. Skeptical colleagues had initially suggested to Bastos that the kea’s interactions with the stones might simply be _______ , but Bastos and her team showed that the kea was using the stones deliberately.",Which choice completes the text with the most logical and precise word or phrase?,intriguing,obvious,accidental,observable
sat-practice-test-6-digital,Reading and Writing,2,4,Multiple Choice,D,"In 1891, design artist William Morris cofounded the Kelmscott Press, which printed editions of books using preindustrial methods. Historians argue that Morris’s repudiation of industrialization is _______ the Kelmscott editions’ use of handmade materials and intricate ornamentation reminiscent of medieval manuscripts: these meticulously handcrafted elements exemplify the artistry involved.",Which choice completes the text with the most logical and precise word or phrase?,insensible to,manifest in,scrutinized by,complicated by odule
sat-practice-test-6-digital,Reading and Writing,2,6,Multiple Choice,V S L 0 2,"The following text is from Betty Smith’s 1943 novel A Tree Grows in Brooklyn. Francie, a young girl, visits the library often. Francie thought that all the books in the world were in that library and she had a plan about reading all the books in the world. She was reading a book a day in alphabetical order and not skipping the dry ones. She remembered that the first author had been Abbott. She had been reading a book a day for a long time now and she was still in the B’s. Already she had read about bees and buffaloes, Bermuda vacations and Byzantine architecture. For all her enthusiasm, she had to admit that some of the B’s had been hard going. But Francie was a reader.",Which choice best states the main purpose of the text?,To illustrate Francie’s enjoyment of an unusual topic,To explain why Francie prefers reading over other activities,To portray Francie’s determination to meet a goal,To describe a book that Francie greatly admires 17 CONTINUE
sat-practice-test-6-digital,Reading and Writing,2,8,Multiple Choice,D,"- - - - - - ~ The people of medieval Europe have traditionally been seen as uninterested in cleanliness and hygiene, but modern research has shown that this is largely a myth. According to historian Eleanor Janega, most medieval towns in Europe had at least one public bathhouse, which often offered both full-immersion baths and—more affordably—steam baths. While such amenities were available mainly to town dwellers, regular bathing in rivers and streams or daily sponge baths at home were common practices throughout medieval Europe.",Which choice best describes the function of the underlined portion?,It asserts that in medieval Europe steam baths were more popular in rural areas than in urban ones.,It describes a limitation of earlier historians’ studies of medieval European bathing habits.,It concedes that not all people in medieval Europe had access to public bathhouses.,It explains why Janega decided to study the popularity of public bathhouses in medieval Europe. Mo
sat-practice-test-6-digital,Reading and Writing,2,9,Multiple Choice,B,"- - - - - - ~ Scholarly accounts of the Chicano movement—a movement that advocated for the social, political, and cultural empowerment of Mexican Americans and reached its zenith in the 1960s and 1970s—tend to focus on the most militant, outspoken figures in the movement, making it seem uniformly radical. Geographer Juan Herrera has shown, however, that if we shift our focus toward the way the movement manifested in comparatively low-profile neighborhood institutions and projects, we see participants espousing an array of political orientations and approaches to community activism. Which choice best describes the function of the underlined portion in the text as a whole?","Chicano movement that, according to the text, obscures the ideological diversity of the movement’s participants.",It presents a trend in scholarship on the Chicano movement that the text claims has been reevaluated by researchers in light of Herrera’s work on the movement’s participants.,It identifies an aspect of the Chicano movement that the text implies was overemphasized by scholars due to their own political orientations.,It describes a common approach to studying the,"It summarizes the conventional method for analyzing the Chicano movement, which the text suggests creates a misleading impression of the effectiveness of neighborhood institutions and projects. odule"
sat-practice-test-6-digital,Reading and Writing,2,12,Free Response,B,,Some astronomers searching for extraterrestrial life have proposed that atmospheric NH (ammonia) can,,,,
sat-practice-test-6-digital,Reading and Writing,2,13,Multiple Choice,.5; 1/2,"Recreation Visits by Month to Four US National Parks during the Peak Season in 2021 1,100 .----.-----------i1.---------.-- .~ _ 1,000 +--+-~""""'----l-....,,.,,.:::---+-- ·~ ~ 900 +-----''F---~~ ----""'l""-- r::: .';:: 800 +--+----,,.,,;r....---1-____::""""'-=-+-- o -~ -~ .....,. 700 +----,rlr:l""''-------,----+-- b ~ 600 -i--;---~~,.....------;--- ~ r::: 500 +---r------1--=--~-;;=;-- .....,. c,i ~ -~5 400 ~ 300 -+--+-------1-----+--- § .s 200 +--+-------1-----+--- z ~ 100 -+-----+---+-----+--- 0 -'----'------'------'--- Month ___..,._ Yellowstone --o- Zion ···O·· Grand Canyon Rocky Mountain In 2021, four of the United States national parks that were among the most visited were Grand Canyon National Park, Rocky Mountain National Park, Yellowstone National Park, and Zion National Park. The graph shows the number of visits for recreation to each of these parks during the three-month period with the highest number of visitors. A student notes that among the parks shown in the graph, the park with the highest monthly recreation visits in all three months was _______",Which choice most effectively uses data from the graph to complete the text?,Zion National Park.,Rocky Mountain National Park.,Yellowstone National Park.,Grand Canyon National Park. odule
sat-practice-test-6-digital,Reading and Writing,2,16,Multiple Choice,C,"As media consumption has become increasingly multiplatform and socially mediated, active news acquisition has diminished in favor of an attitude known as “news finds me” (NFM), in which people passively rely on their social networks and ambient media environments for information about current events. Homero Gil de Zúñiga and Trevor Diehl examined data on a representative group of adults in the United States to determine participants’ strength of NFM attitude, political knowledge, and political interest. Although no major election took place sufficiently near the study for Gil de Zúñiga and Diehl to identify causality between NFM and voting behavior, they did posit that NFM may reduce voting probability through an indirect effect.","Which finding, if true, would most directly support the idea advanced by Gil de Zúñiga and Diehl?","NFM attitude tends to increase in strength as major elections approach, and people are significantly more likely to vote in major elections than in minor elections.","NFM attitude has a strong negative effect on political knowledge and interest, and there is known to be a strong positive correlation between political knowledge and interest and the likelihood of voting.","Political interest is known to have a strong positive effect on likelihood of voting but shows only a weak positive effect on political knowledge, and NFM attitude shows little correlation with either political knowledge or political interest.","The likelihood of voting increases as political knowledge increases, and the relationship between NFM attitude and political knowledge tends to strengthen as the size of people’s social networks increases. odule"
sat-practice-test-6-digital,Reading and Writing,2,18,Free Response,D,,,,,,
sat-practice-test-6-digital,Reading and Writing,2,19,Multiple Choice,D,"In forecasting weather events, meteorologists sometimes discuss the role of atmospheric rivers. What are atmospheric rivers, and how _______ Part of the water cycle, atmospheric rivers are narrow channels of moisture moving through the atmosphere. In certain conditions, these “rivers” can release some of their moisture as precipitation.",Which choice completes the text so that it conforms to the conventions of Standard English?,do they affect our weather.,they do affect our weather.,do they affect our weather?,they do affect our weather?
sat-practice-test-6-digital,Reading and Writing,2,20,Multiple Choice,189/5; 37.8,"One of the few African American global explorers during the turn of the 20th century, _______",Which choice completes the text so that it conforms to the conventions of Standard English?,Matthew Henson made several treks across Greenland between 1891 and 1909.,1891 and 1909 were the years between which Matthew Henson made several treks across Greenland.,Greenland was where Matthew Henson made several treks between 1891 and 1909.,several treks across Greenland were made by Matthew Henson between 1891 and 1909.
sat-practice-test-6-digital,Reading and Writing,2,21,Multiple Choice,-24,"Woven from recycled yarn and hand tufted using a carpet weaving technique passed down by the artist’s Turkish grandmother, _______ so lush and tactilely inviting that you are tempted to reach out and touch them.",Which choice completes the text so that it conforms to the conventions of Standard English?,the topological tapestries of Argentine textile artist Alexandra Kehayoglou are,the Argentine textile artist Alexandra Kehayoglou creates topological tapestries that are,"when she creates her topological tapestries, Argentine textile artist Alexandra Kehayoglou makes them",Alexandra Kehayoglou is an Argentine textile artist whose topological tapestries are Mo
sat-practice-test-6-digital,Reading and Writing,2,22,Multiple Choice,D,"Physical materials can be classified by how much light passes through them. Clear glass, which is classified as transparent, allows all (or almost all) light to pass _______ wax paper, which is classified as translucent, allows only some light to pass through.",Which choice completes the text so that it conforms to the conventions of Standard English?,"through,",through,through;,through and
sat-practice-test-6-digital,Reading and Writing,2,23,Multiple Choice,A,"Using natural debris, such as dried _______ such as plastic bags; and more traditional art supplies, such as tree glue, Ghanaian artist Ed Franklin Gavua creates his striking Yiiiiikakaii African masks, which he hopes can help viewers rethink how waste is used in their communities.",Which choice completes the text so that it conforms to the conventions of Standard English?,"leaves, man-made trash:","leaves; man-made trash,","leaves, man-made trash,",leaves; man-made trash; odule
sat-practice-test-6-digital,Reading and Writing,2,24,Free Response,C,,,,,,
sat-practice-test-6-digital,Reading and Writing,2,25,Multiple Choice,D,"For thousands of years, humans have used domesticated goats (Capra hircus) to clear land of unwanted vegetation. When it comes to their diets, goats are notoriously _______ they will devour all kinds of shrubs and weeds, leaving virtually no part of any plant unconsumed.",Which choice completes the text so that it conforms to the conventions of Standard English?,indiscriminate and,"indiscriminate,",indiscriminate,indiscriminate: 25 CONTINUE
sat-practice-test-6-digital,Reading and Writing,2,26,Free Response,A,,,,,,
sat-practice-test-6-digital,Reading and Writing,2,27,Multiple Choice,54,"After appropriate permissions are granted, a typical archaeological dig begins with a surveyor making a detailed grid of the excavation site. Then, the site is carefully dug, and any artifacts found are recorded and mapped onto the site grid. _______ the artifacts are removed, cataloged, and analyzed in a laboratory.",Which choice completes the text with the most logical transition?,"For instance,","On the contrary,","Earlier,","Finally,"
sat-practice-test-6-digital,Reading and Writing,2,28,Multiple Choice,,"The liquid metals in Earth’s core circulate constantly, and this circulation generates electrical currents that flow between Earth’s North and South magnetic poles. These electrical currents, _______ create a barrier around Earth that protects us from radiation and charged particles coming from space.",Which choice completes the text with the most logical transition?,"in turn,","likewise,","nevertheless,","in reality,"
sat-practice-test-6-digital,Reading and Writing,2,29,Multiple Choice,,"Biographer Michael Gorra notes that the novelist Henry James “lived in a world of second thoughts,” frequently tinkering with his novels and stories after their initial publication. However, the differences between the 1881 first edition and the 1908 edition of his novel A Portrait of a Lady are extreme, even by James’s standards; _______ some critics regard the two editions as two different novels altogether.",Which choice completes the text with the most logical transition?,"by contrast,","in fact,","nevertheless,","in other words, Mo"
sat-practice-test-6-digital,Reading and Writing,2,30,Multiple Choice,,"While researching a topic, a student has taken the following notes: • In World War I, US soldiers who were members of the Choctaw Nation in Oklahoma participated in the Choctaw Code Talkers program. • The Choctaw Code Talkers were trained to relay coded military information in their native language. • In World War II, the US Army recruited Navajo (Diné) soldiers to transmit coded messages in their native language. • These soldiers were known as the Navajo Code Talkers. The student wants to emphasize a similarity between the Choctaw Code Talkers and the Navajo Code",Talkers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,US soldiers who were members of the Choctaw Nation in Oklahoma used their native language to relay coded information.,"In World War II, one group of Navajo (Diné) soldiers was known as the Navajo Code Talkers.",Both the Choctaw Code Talkers and the Navajo Code Talkers transmitted coded military messages in the soldiers’ native languages.,"The Choctaw Code Talkers, not the Navajo Code Talkers, served in World War I. odule"
sat-practice-test-6-digital,Reading and Writing,2,33,Multiple Choice,,"While researching a topic, a student has taken the following notes: • The US government classifies sensitive information according to the degree to which disclosure could affect the nation’s security. • Information that could cause “damage” to national security is classified as Confidential. • Information that could cause “serious damage” to national security is classified as Secret. • Most routine diplomatic correspondence, if disclosed, could cause damage but not serious damage to national security. • Diplomatic correspondence includes communication with both allies and adversaries.","The student wants to indicate which category most routine diplomatic correspondence belongs in, based on how sensitive information is classified. Which choice most effectively uses relevant information from the notes to accomplish this goal?","According to the US government, which classifies such sensitive information as routine diplomatic correspondence, Confidential information could damage national security if disclosed.",Most routine diplomatic correspondence is classified according to the degree to which disclosure could affect the nation’s security.,"Having the potential to damage national security if disclosed, most routine diplomatic correspondence is classified as Confidential.","If disclosed, communication with both allies and adversaries could affect the nation’s security."
sat-practice-test-6-digital,Math,1,1,Multiple Choice,,"At the time that an article was first featured on the home page of a news website, there were 40 comments on the article. An exponential model estimates that at the end of each hour after the article was first featured on the home page, the number of comments on the article had increased by 190% of the number of comments on the article at the end of","the previous hour. Which of the following equations best represents this model, where C is the estimated number of comments on the article t hours after the article was first featured on the home page and t ≤ 4 ?",C = 40(1.19)t,C = 40(1.9)t,C = 40(19)t,"C = 40(2.9)t If you finish before time is called, you may Do not turn to any othe"
sat-practice-test-6-digital,Math,1,3,Free Response,),,60. n. angles of a triangle is 180.,,,,
sat-practice-test-6-digital,Math,1,4,Multiple Choice,,,"- - - - - - - - - ~ During a portion of a flight, a small airplane’s cruising speed varied between 150 miles per hour and 170 miles per hour. Which inequality best represents this situation, where s is the cruising speed, in miles per hour, during this portion of the flight?",s ≤ 20,s ≤ 150,s ≤ 170,150 ≤ s ≤ 170
sat-practice-test-6-digital,Math,1,5,Free Response,,"Note: Figure not drawn to scale. The figure shows the lengths, in inches, of two sides","of a right triangle. What is the area of the triangle, in square inches? Mo",,,,
sat-practice-test-6-digital,Math,1,6,Multiple Choice,,"v- 2' / \ - X - -6 -4 -2 0 2- \ I f- I',._ I~ '4 I '6 I Circle A (shown) is defined by the equation (x+2)2 +y 2 = 9. Circle B (not shown) is the result of shifting circle A down 6 units and increasing the radius so that the radius of circle B is 2 times the",radius of circle A. Which equation defines circle B ?,(x+2)2 +(y +6)2 = (4)(9),2(x+2)2 +2(y +6)2 = 9,(x+2)2 +(y−6)2 = (4)(9),2(x+2)2 +2(y−6)2 = 9 odule
sat-practice-test-6-digital,Math,1,7,Free Response,),,"- - - - - - ~ f x = 14+4x The function f represents the total cost, in dollars, of attending an arcade when x games are played. How many games can be played for a total cost of $58?",,,,
sat-practice-test-6-digital,Math,1,8,Multiple Choice,,"M 30 ~ "" ~ ~ ~ 20 "" I \ 1= OJ) I ' ""a> 10 ::r:: \ X () 12345678910 Time (seconds) An object was launched upward from a platform. The graph shown models the height above ground, y, in meters, of the object x seconds after it was",launched. For which of the following intervals of time was the height of the object increasing for the entire interval?,From x = 0 to x = 2,From x = 0 to x = 4,From x = 2 to x = 3,From x = 3to x = 4
sat-practice-test-6-digital,Math,1,10,Multiple Choice,,"A manager is responsible for ordering supplies for a shaved ice shop. The shop’s inventory starts with 4,500 paper cups, and the manager estimates that 70 of these paper cups are used each day. Based on this","estimate, in how many days will the supply of paper cups reach 1,700?",20,40,60,80 35 CONTINUE
sat-practice-test-6-digital,Math,1,11,Free Response,,,"9 .--- -r--,....,__",,,,
sat-practice-test-6-digital,Math,1,12,Multiple Choice,,,Which expression is equivalent to x 2+11 2 + x−5 x+5 ?,x 4+23x 2−14,x 4+23x 2+96,x 4+12x 2+121,x 4+x 2+146
sat-practice-test-6-digital,Math,1,13,Free Response,,,The function h is defined by h(x) = . What is 5x+6 the value of h(2)?,,,,
sat-practice-test-6-digital,Math,1,14,Free Response,,,,,,,
sat-practice-test-6-digital,Math,1,15,Free Response,,,y,,,,
